solution_id,objective,stored,replayed,matches
formal-run-01-CCP30-solution-0021,cost,12007138.013313755,12007138.013313755,True
formal-run-01-CCP30-solution-0021,emission,9389467264.186546,9389467264.186546,True
formal-run-01-CCP30-solution-0021,makespan,562.9002955865794,562.9002955865794,True
formal-run-01-CCP30-solution-0022,cost,11953455.715530556,11953455.715530556,True
formal-run-01-CCP30-solution-0022,emission,9825696860.714794,9825696860.714794,True
formal-run-01-CCP30-solution-0022,makespan,529.6824374078126,529.6824374078126,True
formal-run-01-CCP30-solution-0024,cost,12245338.363538371,12245338.363538371,True
formal-run-01-CCP30-solution-0024,emission,9387401709.33067,9387401709.33067,True
formal-run-01-CCP30-solution-0024,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0025,cost,11813935.734827897,11813935.734827897,True
formal-run-01-CCP30-solution-0025,emission,9938515572.356544,9938515572.356544,True
formal-run-01-CCP30-solution-0025,makespan,571.7807995001685,571.7807995001685,True
formal-run-01-CCP30-solution-0026,cost,12082485.943171242,12082485.943171242,True
formal-run-01-CCP30-solution-0026,emission,9516792240.414684,9516792240.414684,True
formal-run-01-CCP30-solution-0026,makespan,541.5757374678153,541.5757374678153,True
formal-run-01-CCP30-solution-0027,cost,11907007.746274088,11907007.746274088,True
formal-run-01-CCP30-solution-0027,emission,9537615281.325136,9537615281.325136,True
formal-run-01-CCP30-solution-0027,makespan,573.945246781605,573.945246781605,True
formal-run-01-CCP30-solution-0028,cost,11827892.24055289,11827892.24055289,True
formal-run-01-CCP30-solution-0028,emission,9980962469.64875,9980962469.64875,True
formal-run-01-CCP30-solution-0028,makespan,539.2888450436344,539.2888450436344,True
formal-run-01-CCP30-solution-0029,cost,12234418.436090933,12234418.436090933,True
formal-run-01-CCP30-solution-0029,emission,9513899841.711369,9513899841.711369,True
formal-run-01-CCP30-solution-0029,makespan,545.6966482059721,545.6966482059721,True
formal-run-01-CCP30-solution-0032,cost,12002391.95090802,12002391.95090802,True
formal-run-01-CCP30-solution-0032,emission,10210692693.969656,10210692693.969656,True
formal-run-01-CCP30-solution-0032,makespan,528.5010677514558,528.5010677514558,True
formal-run-01-CCP30-solution-0033,cost,12086498.245915767,12086498.245915767,True
formal-run-01-CCP30-solution-0033,emission,9311192143.882654,9311192143.882654,True
formal-run-01-CCP30-solution-0033,makespan,570.7493163123478,570.7493163123478,True
formal-run-01-CCP30-solution-0034,cost,11950362.61434829,11950362.61434829,True
formal-run-01-CCP30-solution-0034,emission,10169304275.417816,10169304275.417816,True
formal-run-01-CCP30-solution-0034,makespan,529.1067539577374,529.1067539577374,True
formal-run-01-CCP30-solution-0035,cost,11834780.282589324,11834780.282589324,True
formal-run-01-CCP30-solution-0035,emission,9912472951.884806,9912472951.884806,True
formal-run-01-CCP30-solution-0035,makespan,554.5387058180277,554.5387058180277,True
formal-run-01-CCP30-solution-0036,cost,12294066.78741505,12294066.78741505,True
formal-run-01-CCP30-solution-0036,emission,9382958508.036623,9382958508.036623,True
formal-run-01-CCP30-solution-0036,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0037,cost,11908972.8996289,11908972.8996289,True
formal-run-01-CCP30-solution-0037,emission,9714885733.508501,9714885733.508501,True
